Record Id,Business Owner.id,Business Owner,Business Name,Phone,Business Site,Parent Business.id,Parent Business,Website,Business Type,Industry,Employees,Annual Revenue,SIC Code,Billing Street,Billing City,Billing State,Billing Code,Billing Country,Description,Last Activity Time,Layout.id,Layout,Tag,Change Log Time,Locked,Last Enriched Time,Enrich Status,QB_Sync_Date,QB_URL,QB_Sync_Status,Connected To.module,Connected To.id,Est. Annual Revenue,X,Type,Secondary Contact Number,Skype,Industries,Other Website,Facebook,Employee count,Other social media link,Business Locations,CEO,Business Model,Business Size,Headquarters,Years In Business
zcrm_6789162000000811920,zcrm_6789162000000560001,Cody Rice-Velasquez,Zaitullah Rides,3173667767,,,,,,,,,,,,,,,,2025-07-10 11:24:53,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001002078,zcrm_6789162000000560001,Cody Rice-Velasquez,AB Multiservicios LLC,,,,,,,,,,,,,,,,,2025-08-08 13:24:25,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001002088,zcrm_6789162000000560001,Cody Rice-Velasquez,Firm Account,3172054383,,,,,,Consulting,3,150000,,,,,,,,2025-08-08 13:24:25,zcrm_6789162000000091029,Standard,client,2025-05-21 01:34:43,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001240688,zcrm_6789162000000560001,Cody Rice-Velasquez,Rays Construction LLC,+13175155308,Indy,,,https://rays-construction-jywprpf.gamma.site/,Repeat Customer,Construction and Related Activities,20,1000000,1521,3137 Melbourne Rd Dr S,Indianapolis,Indiana,46228,United States,,2025-08-09 13:24:24,zcrm_6789162000000091029,Standard,,2025-06-19 04:18:03,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001328212,zcrm_6789162000000560001,Cody Rice-Velasquez,Influencers,7862018579,,,,,,,,,,,,,,,,2025-07-02 19:21:58,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083009,zcrm_6789162000000560001,Cody Rice-Velasquez,Westdale Island Club,,,,,,,,,,,,,,,,,2025-07-02 19:21:58,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083019,zcrm_6789162000000560001,Cody Rice-Velasquez,FCFCU,,,,,,,,,,,,,,,,,2025-07-02 19:21:58,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083055,zcrm_6789162000000560001,Cody Rice-Velasquez,Treve646,,,,,,,,,,,,,,,,,2025-07-02 19:21:58,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083065,zcrm_6789162000000560001,Cody Rice-Velasquez,Ms-il Account Rep,,,,,,,,,,,,,,,,,2025-07-02 19:21:58,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083075,zcrm_6789162000000560001,Cody Rice-Velasquez,Island Club Grey Star,,,,,,,,,,,,,,,,,2025-07-02 19:21:58,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083085,zcrm_6789162000000560001,Cody Rice-Velasquez,Ms Recruiter,,,,,,,,,,,,,,,,,2025-07-02 19:21:58,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083095,zcrm_6789162000000560001,Cody Rice-Velasquez,MS-IL COO,,,,,,,,,,,,,,,,,2025-08-08 13:24:25,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083105,zcrm_6789162000000560001,Cody Rice-Velasquez,Clients,,,,,,,,,,,,,,,,,2025-07-02 19:21:58,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083202,zcrm_6789162000000560001,Cody Rice-Velasquez,"Emerson OHL,LLC",,,,,,,,,,,,,,,,,2025-07-02 19:21:58,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083270,zcrm_6789162000000560001,Cody Rice-Velasquez,"Lucas Sayre, Attorney at Law",,,,,,,,,,,,,,,,,2025-08-09 13:24:24,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083280,zcrm_6789162000000560001,Cody Rice-Velasquez,Electronicos Nachito,,,,,,,,,,,,,,,,,2025-08-09 13:24:24,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002083290,zcrm_6789162000000560001,Cody Rice-Velasquez,Pedro Ovalle - Default Account,,,,,,,,,,,,,,,,,2025-07-02 19:21:58,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002167057,zcrm_6789162000000560001,Cody Rice-Velasquez,Innovahire LLC,3178530057,,,,www.qhrpeople.com,,,,,,,,,,,,2025-07-15 16:40:34,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002477013,zcrm_6789162000000560001,Cody Rice-Velasquez,Elwood Staffing,,,,,,,,,,,,,,,,,2025-08-08 13:24:25,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000002477023,zcrm_6789162000000560001,Cody Rice-Velasquez,Primo De Mi Esposo,,,,,,,,,,,,,,,,,2025-07-04 13:24:25,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000003085001,zcrm_6789162000000560001,Cody Rice-Velasquez,Zoho,1 888 900 9646,,,,https://www.zoho.com/,,,,,,Hacienda Drive,Pleasanton,CA,94588,United States,,2025-08-11 13:24:32,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000003250045,zcrm_6789162000000560001,Cody Rice-Velasquez,Castaneda Flooring LLC,3177342007,,,,,,,,,,,,,,,,2025-08-24 23:31:01,zcrm_6789162000000091029,Standard,,,false,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000003414102,zcrm_6789162000000560001,Cody Rice-Velasquez,1 Percent Lists - Hoosier State Realty LLC,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:51,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,4,,
zcrm_6789162000003414103,zcrm_6789162000000560001,Cody Rice-Velasquez,10-42 Realty Group,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:54,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414104,zcrm_6789162000000560001,Cody Rice-Velasquez,101 Realty Group,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:53,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,3,,
zcrm_6789162000003414105,zcrm_6789162000000560001,Cody Rice-Velasquez,1st Class Realty,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:54,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414106,zcrm_6789162000000560001,Cody Rice-Velasquez,1st Place Realty & Property Ma,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:45,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414107,zcrm_6789162000000560001,Cody Rice-Velasquez,1st Stop Realty,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:47,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414108,zcrm_6789162000000560001,Cody Rice-Velasquez,"2.0 Brokerage, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:47,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414109,zcrm_6789162000000560001,Cody Rice-Velasquez,"24/7 Realty Group, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:52,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414110,zcrm_6789162000000560001,Cody Rice-Velasquez,3 CT REALTY LLC,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:49,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414111,zcrm_6789162000000560001,Cody Rice-Velasquez,317Realty.com,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:54,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414112,zcrm_6789162000000560001,Cody Rice-Velasquez,@ Home Realty,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:35,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414113,zcrm_6789162000000560001,Cody Rice-Velasquez,@Home Indiana,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:43,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,4,,
zcrm_6789162000003414114,zcrm_6789162000000560001,Cody Rice-Velasquez,@Properties | Christie's International Real Estate,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:31,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414115,zcrm_6789162000000560001,Cody Rice-Velasquez,@properties,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:55,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,165,,
zcrm_6789162000003414116,zcrm_6789162000000560001,Cody Rice-Velasquez,A & B Homes,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:54,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414117,zcrm_6789162000000560001,Cody Rice-Velasquez,A Prime Insurance & Realty,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:42,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414118,zcrm_6789162000000560001,Cody Rice-Velasquez,"A Step Ahead Management, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:31,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414119,zcrm_6789162000000560001,Cody Rice-Velasquez,A. M. Sandler & Associates,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:28,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414120,zcrm_6789162000000560001,Cody Rice-Velasquez,"A.L.G. Real Estate Group, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:29,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414121,zcrm_6789162000000560001,Cody Rice-Velasquez,A.S.A.P. Real Estate,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:29,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414122,zcrm_6789162000000560001,Cody Rice-Velasquez,ABBA and Associates Realty & A,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:47,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414123,zcrm_6789162000000560001,Cody Rice-Velasquez,ACG Real Estate LLC,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:28,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414124,zcrm_6789162000000560001,Cody Rice-Velasquez,ACT I Estates/Gordon Gallery's,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:34,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414125,zcrm_6789162000000560001,Cody Rice-Velasquez,AKO Brokerage & Property Mgmt,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:42,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414126,zcrm_6789162000000560001,Cody Rice-Velasquez,AL Page Realty,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:26,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414127,zcrm_6789162000000560001,Cody Rice-Velasquez,"ALL PRO, REALTORS LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:53,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414128,zcrm_6789162000000560001,Cody Rice-Velasquez,ALL Premiere Real Estate Group,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:38,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414129,zcrm_6789162000000560001,Cody Rice-Velasquez,"ALO Residential, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:40,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
